ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,additive_terms,additive_terms_lower,additive_terms_upper,weekly,weekly_lower,weekly_upper,yearly,yearly_lower,yearly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat
2014-12-31,1508.33576532276,-1751.3186633878097,3276.6963371237675,1508.33576532276,1508.33576532276,-719.9029976335314,-719.9029976335314,-719.9029976335314,-870.5608899134621,-870.5608899134621,-870.5608899134621,150.6578922799308,150.6578922799308,150.6578922799308,0.0,0.0,0.0,788.4327676892285
2015-01-02,1508.7190516506166,-889.8795043362556,4414.706340766226,1508.7190516506166,1508.7190516506166,217.2899244985235,217.2899244985235,217.2899244985235,317.2228229613259,317.2228229613259,317.2228229613259,-99.93289846280247,-99.93289846280247,-99.93289846280247,0.0,0.0,0.0,1726.0089761491402
2015-01-03,1508.9106948145447,-1135.197590814773,3992.089766611386,1508.9106948145447,1508.9106948145447,-221.64650865743337,-221.64650865743337,-221.64650865743337,-1.7814044902402428,-1.7814044902402428,-1.7814044902402428,-219.86510416719315,-219.86510416719315,-219.86510416719315,0.0,0.0,0.0,1287.2641861571115
2015-01-04,1509.102337978473,-1263.2734018488297,4162.234183078475,1509.102337978473,1509.102337978473,-188.11280025109664,-188.11280025109664,-188.11280025109664,145.7837313846308,145.7837313846308,145.7837313846308,-333.89653163572746,-333.89653163572746,-333.89653163572746,0.0,0.0,0.0,1320.9895377273765
2015-01-05,1509.2939811424014,-1338.0173752960916,4001.9264296094348,1509.2939811424014,1509.2939811424014,-39.31596231753309,-39.31596231753309,-39.31596231753309,401.10833363714994,401.10833363714994,401.10833363714994,-440.42429595468303,-440.42429595468303,-440.42429595468303,0.0,0.0,0.0,1469.9780188248683
2015-01-06,1509.4856243063296,-1919.654785953246,3531.7932545731696,1509.4856243063296,1509.4856243063296,-636.7273210094354,-636.7273210094354,-636.7273210094354,-98.72540762345062,-98.72540762345062,-98.72540762345062,-538.0019133859847,-538.0019133859847,-538.0019133859847,0.0,0.0,0.0,872.7583032968942
2015-01-09,1510.0605537981144,-1587.610538469547,3526.235077030372,1510.0605537981144,1510.0605537981144,-448.3426507376055,-448.3426507376055,-448.3426507376055,317.2228229606148,317.2228229606148,317.2228229606148,-765.5654736982203,-765.5654736982203,-765.5654736982203,0.0,0.0,0.0,1061.717903060509
2015-01-10,1510.2521969620427,-2109.1741684932695,3374.445981497216,1510.2521969620427,1510.2521969620427,-818.8282850049809,-818.8282850049809,-818.8282850049809,-1.7814044897677817,-1.7814044897677817,-1.7814044897677817,-817.0468805152133,-817.0468805152133,-817.0468805152133,0.0,0.0,0.0,691.4239119570618
2015-01-12,1510.6354832898992,-1731.9509883336573,3362.3660015553505,1510.6354832898992,1510.6354832898992,-480.31549249841044,-480.31549249841044,-480.31549249841044,401.1083336379142,401.1083336379142,401.1083336379142,-881.4238261363247,-881.4238261363247,-881.4238261363247,0.0,0.0,0.0,1030.3199907914886
2015-01-13,1510.8271264538275,-2144.9625434167115,3257.1939341159764,1510.8271264538275,1510.8271264538275,-993.3272400831987,-993.3272400831987,-993.3272400831987,-98.72540762407546,-98.72540762407546,-98.72540762407546,-894.6018324591232,-894.6018324591232,-894.6018324591232,0.0,0.0,0.0,517.4998863706288
2015-01-17,1511.5936991095407,-1846.785595799655,3230.0028096729966,1511.5936991095407,1511.5936991095407,-837.9271821016813,-837.9271821016813,-837.9271821016813,-1.7814044886149965,-1.7814044886149965,-1.7814044886149965,-836.1457776130665,-836.1457776130665,-836.1457776130665,0.0,0.0,0.0,673.6665170078594
2015-01-19,1511.9769854373972,-1617.910944594396,3873.5898209106185,1511.9769854373972,1511.9769854373972,-355.60264140307106,-355.60264140307106,-355.60264140307106,401.10833363764124,401.10833363764124,401.10833363764124,-756.7109750407124,-756.7109750407124,-756.7109750407124,0.0,0.0,0.0,1156.374344034326
2015-01-23,1512.7435580931103,-1406.6716623670882,3737.0909411934294,1512.7435580931103,1512.7435580931103,-243.85278593143664,-243.85278593143664,-243.85278593143664,317.2228229610574,317.2228229610574,317.2228229610574,-561.075608892494,-561.075608892494,-561.075608892494,0.0,0.0,0.0,1268.8907721616738
2015-01-24,1512.9352012570384,-1613.1458353898909,3834.841745208554,1512.9352012570384,1512.9352012570384,-516.5302499348,-516.5302499348,-516.5302499348,-1.781404489074131,-1.781404489074131,-1.781404489074131,-514.7488454457259,-514.7488454457259,-514.7488454457259,0.0,0.0,0.0,996.4049513222384
2015-01-26,1513.3184875848951,-1158.678294492667,4161.931537054541,1513.3184875848951,1513.3184875848951,-35.636252683130294,-35.636252683130294,-35.636252683130294,401.1083336373682,401.1083336373682,401.1083336373682,-436.7445863204985,-436.7445863204985,-436.7445863204985,0.0,0.0,0.0,1477.6822349017648
2015-01-27,1513.5101307488233,-1702.7210580512049,3569.2996886399114,1513.5101307488233,1513.5101307488233,-506.5878010856962,-506.5878010856962,-506.5878010856962,-98.72540762532519,-98.72540762532519,-98.72540762532519,-407.86239346037104,-407.86239346037104,-407.86239346037104,0.0,0.0,0.0,1006.9223296631271
2015-01-28,1513.7017739127516,-2433.19940928366,2956.2825568732783,1513.7017739127516,1513.7017739127516,-1257.8364271409341,-1257.8364271409341,-1257.8364271409341,-870.560889913642,-870.560889913642,-870.560889913642,-387.2755372272921,-387.2755372272921,-387.2755372272921,0.0,0.0,0.0,255.86534677181749
2015-01-30,1514.085060240608,-1111.9427019036336,4163.639379192905,1514.085060240608,1514.085060240608,-57.04993369997274,-57.04993369997274,-57.04993369997274,317.222822961083,317.222822961083,317.222822961083,-374.2727566610557,-374.2727566610557,-374.2727566610557,0.0,0.0,0.0,1457.0351265406352
2015-01-31,1514.2767034045364,-1450.1231449872166,3689.604301860905,1514.2767034045364,1514.2767034045364,-384.64354256461473,-384.64354256461473,-384.64354256461473,-1.7814044886015954,-1.7814044886015954,-1.7814044886015954,-382.86213807601314,-382.86213807601314,-382.86213807601314,0.0,0.0,0.0,1129.6331608399216
2015-02-03,1514.8516328963212,-1686.4522590069366,3474.308268320882,1514.8516328963212,1514.8516328963212,-568.0647683136697,-568.0647683136697,-568.0647683136697,-98.72540762439253,-98.72540762439253,-98.72540762439253,-469.33936068927716,-469.33936068927716,-469.33936068927716,0.0,0.0,0.0,946.7868645826516
2015-02-06,1515.426562388106,-1563.48162131465,3891.5962011551806,1515.426562388106,1515.426562388106,-317.6363696343416,-317.6363696343416,-317.6363696343416,317.22282296110865,317.22282296110865,317.22282296110865,-634.8591925954502,-634.8591925954502,-634.8591925954502,0.0,0.0,0.0,1197.7901927537646
2015-02-07,1515.6182055520344,-1708.8908319756288,3593.526967112406,1515.6182055520344,1515.6182055520344,-704.459952363191,-704.459952363191,-704.459952363191,-1.7814044899922408,-1.7814044899922408,-1.7814044899922408,-702.6785478731986,-702.6785478731986,-702.6785478731986,0.0,0.0,0.0,811.1582531888434
2015-02-08,1515.8098487159625,-1729.1661495233432,3522.6734450667323,1515.8098487159625,1515.8098487159625,-628.619569058588,-628.619569058588,-628.619569058588,145.78373138437303,145.78373138437303,145.78373138437303,-774.4033004429612,-774.4033004429612,-774.4033004429612,0.0,0.0,0.0,887.1902796573745
2015-02-09,1516.0014918798909,-1294.7117611360538,3373.479413448095,1516.0014918798909,1516.0014918798909,-447.2624117384962,-447.2624117384962,-447.2624117384962,401.1083336378596,401.1083336378596,401.1083336378596,-848.3707453763557,-848.3707453763557,-848.3707453763557,0.0,0.0,0.0,1068.7390801413947
2015-02-10,1516.1931350438192,-2224.920651409505,3258.7404606066693,1516.1931350438192,1516.1931350438192,-1021.5548419414868,-1021.5548419414868,-1021.5548419414868,-98.72540762501743,-98.72540762501743,-98.72540762501743,-922.829434316469,-922.829434316469,-922.829434316469,0.0,0.0,0.0,494.63829310233245
2015-02-14,1516.9597076995324,-2368.485747926602,3124.826300655018,1516.9597076995324,1516.9597076995324,-1191.5212637842558,-1191.5212637842558,-1191.5212637842558,-1.7814044888395897,-1.7814044888395897,-1.7814044888395897,-1189.739859295416,-1189.739859295416,-1189.739859295416,0.0,0.0,0.0,325.4384439152766
2015-02-15,1517.1513508634607,-2180.5236405193336,2978.621365140494,1517.1513508634607,1517.1513508634607,-1094.370638135124,-1094.370638135124,-1094.370638135124,145.78373138405345,145.78373138405345,145.78373138405345,-1240.1543695191774,-1240.1543695191774,-1240.1543695191774,0.0,0.0,0.0,422.78071272833677
2015-02-16,1517.3430024326353,-1955.3494620420474,3277.6214176192625,1517.3430024326353,1517.3430024326353,-879.8752840977653,-879.8752840977653,-879.8752840977653,401.1083336375865,401.1083336375865,401.1083336375865,-1280.983617735352,-1280.983617735352,-1280.983617735352,0.0,0.0,0.0,637.46771833487
2015-02-18,1517.726305570985,-3464.9970148225434,2142.649697334576,1517.726305570985,1517.726305570985,-2199.687704681133,-2199.687704681133,-2199.687704681133,-870.5608899140209,-870.5608899140209,-870.5608899140209,-1329.1268147671117,-1329.1268147671117,-1329.1268147671117,0.0,0.0,0.0,-681.9613991101478
2015-02-20,1518.1096087093347,-2304.278869986936,3046.3506484750324,1518.1096087093347,1518.1096087093347,-1009.6893576579574,-1009.6893576579574,-1009.6893576579574,317.22282296081426,317.22282296081426,317.22282296081426,-1326.9121806187718,-1326.9121806187718,-1326.9121806187718,0.0,0.0,0.0,508.42025105137725
2015-02-21,1518.3012602785097,-2286.338322854189,3054.0376357072323,1518.3012602785097,1518.3012602785097,-1307.522373424804,-1307.522373424804,-1307.522373424804,-1.7814044892986631,-1.7814044892986631,-1.7814044892986631,-1305.7409689355054,-1305.7409689355054,-1305.7409689355054,0.0,0.0,0.0,210.77888685370567
2015-02-22,1518.4929118476844,-2135.925969610415,2947.0006475951786,1518.4929118476844,1518.4929118476844,-1125.3168402951737,-1125.3168402951737,-1125.3168402951737,145.7837313837338,145.7837313837338,145.7837313837338,-1271.1005716789077,-1271.1005716789077,-1271.1005716789077,0.0,0.0,0.0,393.1760715525106
2015-02-23,1518.6845634168594,-2054.4424563253524,3416.9836116409447,1518.6845634168594,1518.6845634168594,-822.1528042712999,-822.1528042712999,-822.1528042712999,401.10833363807893,401.10833363807893,401.10833363807893,-1223.2611379093787,-1223.2611379093787,-1223.2611379093787,0.0,0.0,0.0,696.5317591455595
2015-02-25,1519.067866555209,-3047.986456514468,2329.6638112424134,1519.067866555209,1519.067866555209,-1960.943398211015,-1960.943398211015,-1960.943398211015,-870.5608899138675,-870.5608899138675,-870.5608899138675,-1090.3825082971473,-1090.3825082971473,-1090.3825082971473,0.0,0.0,0.0,-441.87553165580584
2015-02-27,1519.4511696935588,-1698.0328184365244,3563.7290045274904,1519.4511696935588,1519.4511696935588,-597.1014145223808,-597.1014145223808,-597.1014145223808,317.22282296083995,317.22282296083995,317.22282296083995,-914.3242374832208,-914.3242374832208,-914.3242374832208,0.0,0.0,0.0,922.349755171178
2015-02-28,1519.6428212627334,-2133.643318133835,3309.360862807491,1519.6428212627334,1519.6428212627334,-815.0858369249078,-815.0858369249078,-815.0858369249078,-1.7814044897577612,-1.7814044897577612,-1.7814044897577612,-813.3044324351499,-813.3044324351499,-813.3044324351499,0.0,0.0,0.0,704.5569843378256
2015-03-01,1519.8344728319082,-1859.1881580906527,3557.778767225555,1519.8344728319082,1519.8344728319082,-559.8934417544878,-559.8934417544878,-559.8934417544878,145.7837313841748,145.7837313841748,145.7837313841748,-705.6771731386626,-705.6771731386626,-705.6771731386626,0.0,0.0,0.0,959.9410310774205
2015-03-02,1520.026124401083,-1248.3592852084453,4001.3816618809874,1520.026124401083,1520.026124401083,-192.03248079309512,-192.03248079309512,-192.03248079309512,401.1083336373126,401.1083336373126,401.1083336373126,-593.1408144304078,-593.1408144304078,-593.1408144304078,0.0,0.0,0.0,1327.993643607988
2015-03-05,1520.6010791086076,-1126.5969767318754,4059.487793717099,1520.6010791086076,1520.6010791086076,-137.13133494469298,-137.13133494469298,-137.13133494469298,106.95281404526042,106.95281404526042,106.95281404526042,-244.08414898995335,-244.08414898995335,-244.08414898995335,0.0,0.0,0.0,1383.4697441639146
2015-03-06,1520.7927306777824,-1019.7316872997163,4175.700535047901,1520.7927306777824,1520.7927306777824,187.23034949848918,187.23034949848918,187.23034949848918,317.2228229601287,317.2228229601287,317.2228229601287,-129.9924734616396,-129.9924734616396,-129.9924734616396,0.0,0.0,0.0,1708.0230801762716
2015-03-07,1520.9843822469572,-1079.49195534837,4291.57456370166,1520.9843822469572,1520.9843822469572,-21.755455311536313,-21.755455311536313,-21.755455311536313,-1.7814044888564189,-1.7814044888564189,-1.7814044888564189,-19.974050822679878,-19.974050822679878,-19.974050822679878,0.0,0.0,0.0,1499.228926935421
2015-03-08,1521.176033816132,-840.3828262490783,4519.012103646998,1521.176033816132,1521.176033816132,230.12167563380243,230.12167563380243,230.12167563380243,145.78373138385524,145.78373138385524,145.78373138385524,84.33794424994718,84.33794424994718,84.33794424994718,0.0,0.0,0.0,1751.2977094499345
2015-03-09,1521.3676853853067,-380.1402277136688,4652.798637994316,1521.3676853853067,1521.3676853853067,582.5528726910925,582.5528726910925,582.5528726910925,401.1083336378049,401.1083336378049,401.1083336378049,181.44453905328763,181.44453905328763,181.44453905328763,0.0,0.0,0.0,2103.920558076399
2015-03-10,1521.5593369544818,-889.2492064706328,4296.072483738626,1521.5593369544818,1521.5593369544818,171.28379290333086,171.28379290333086,171.28379290333086,-98.7254076259594,-98.7254076259594,-98.7254076259594,270.00920052929024,270.00920052929024,270.00920052929024,0.0,0.0,0.0,1692.8431298578125
2015-03-12,1521.9426400928314,-620.3591571784333,4749.312279622236,1521.9426400928314,1521.9426400928314,524.0715657302285,524.0715657302285,524.0715657302285,106.95281404360105,106.95281404360105,106.95281404360105,417.1187516866273,417.1187516866273,417.1187516866273,0.0,0.0,0.0,2046.01420582306
2015-03-13,1522.134291662006,-256.3961797633877,4917.067785181739,1522.134291662006,1522.134291662006,791.2190072548915,791.2190072548915,791.2190072548915,317.2228229612826,317.2228229612826,317.2228229612826,473.99618429360885,473.99618429360885,473.99618429360885,0.0,0.0,0.0,2313.3532989168975
2015-03-14,1522.325943231181,-478.6036723945279,4611.069449916784,1522.325943231181,1522.325943231181,517.2391380947248,517.2391380947248,517.2391380947248,-1.7814044893154426,-1.7814044893154426,-1.7814044893154426,519.0205425840404,519.0205425840404,519.0205425840404,0.0,0.0,0.0,2039.5650813259058
2015-03-15,1522.5175948003557,-344.10951398675815,4920.221037844663,1522.5175948003557,1522.5175948003557,697.7156113216438,697.7156113216438,697.7156113216438,145.78373138447736,145.78373138447736,145.78373138447736,551.9318799371665,551.9318799371665,551.9318799371665,0.0,0.0,0.0,2220.2332061219995
2015-03-16,1522.7092463695308,-95.14283443802508,5071.9825360363075,1522.7092463695308,1522.7092463695308,973.8109782617131,973.8109782617131,973.8109782617131,401.10833363829727,401.10833363829727,401.10833363829727,572.7026446234161,572.7026446234161,572.7026446234161,0.0,0.0,0.0,2496.5202246312438
2015-03-17,1522.9008979387054,-671.538940904207,4806.687117776893,1522.9008979387054,1522.9008979387054,482.80577566711344,482.80577566711344,482.80577566711344,-98.72540762259452,-98.72540762259452,-98.72540762259452,581.5311832897079,581.5311832897079,581.5311832897079,0.0,0.0,0.0,2005.7066736058189
2015-03-19,1523.284201077055,-494.5207579291802,4817.119290229742,1523.284201077055,1523.284201077055,672.1645220274046,672.1645220274046,672.1645220274046,106.95281404457594,106.95281404457594,106.95281404457594,565.2117079828287,565.2117079828287,565.2117079828287,0.0,0.0,0.0,2195.4487231044595
2015-03-20,1523.4758526462301,-405.4007153713033,5089.514989767265,1523.4758526462301,1523.4758526462301,858.6883176830682,858.6883176830682,858.6883176830682,317.22282296057136,317.22282296057136,317.22282296057136,541.465494722497,541.465494722497,541.465494722497,0.0,0.0,0.0,2382.1641703292985
2015-03-21,1523.6675042154047,-727.8641715616977,4649.457325910625,1523.6675042154047,1523.6675042154047,506.7560372444544,506.7560372444544,506.7560372444544,-1.7814044897745527,-1.7814044897745527,-1.7814044897745527,508.5374417342288,508.5374417342288,508.5374417342288,0.0,0.0,0.0,2030.423541459859
2015-03-22,1523.8591557845798,-469.5480542723957,4742.119414326188,1523.8591557845798,1523.8591557845798,613.2863000958253,613.2863000958253,613.2863000958253,145.78373138415768,145.78373138415768,145.78373138415768,467.50256871166766,467.50256871166766,467.50256871166766,0.0,0.0,0.0,2137.1454558804053
2015-03-23,1524.0508073537544,-87.03704223354428,5094.483126899397,1524.0508073537544,1524.0508073537544,820.645293024968,820.645293024968,820.645293024968,401.10833363753096,401.10833363753096,401.10833363753096,419.53695938743715,419.53695938743715,419.53695938743715,0.0,0.0,0.0,2344.6961003787223
2015-03-24,1524.2424589229295,-1022.8051820715594,4362.42789431228,1524.2424589229295,1524.2424589229295,267.1627371034949,267.1627371034949,267.1627371034949,-98.72540762278201,-98.72540762278201,-98.72540762278201,365.8881447262769,365.8881447262769,365.8881447262769,0.0,0.0,0.0,1791.4051960264244
2015-03-26,1524.6257620612791,-821.5969268649708,4491.594763571546,1524.6257620612791,1524.6257620612791,353.6596960768427,353.6596960768427,353.6596960768427,106.95281404515448,106.95281404515448,106.95281404515448,246.70688203168825,246.70688203168825,246.70688203168825,0.0,0.0,0.0,1878.2854581381218
2015-03-27,1524.8174136304538,-555.5180307048107,4705.2854791991995,1524.8174136304538,1524.8174136304538,500.9786047670912,500.9786047670912,500.9786047670912,317.2228229598601,317.2228229598601,317.2228229598601,183.75578180723107,183.75578180723107,183.75578180723107,0.0,0.0,0.0,2025.796018397545
2015-03-28,1525.0090651996286,-902.0570089534517,4325.600632358466,1525.0090651996286,1525.0090651996286,118.44568458060596,118.44568458060596,118.44568458060596,-1.7814044886218408,-1.7814044886218408,-1.7814044886218408,120.22708906922777,120.22708906922777,120.22708906922777,0.0,0.0,0.0,1643.4547497802346
2015-03-29,1525.2007167688034,-894.1790966944495,4357.895315037062,1525.2007167688034,1525.2007167688034,203.06841677405228,203.06841677405228,203.06841677405228,145.78373138365706,145.78373138365706,145.78373138365706,57.284685390395225,57.284685390395225,57.284685390395225,0.0,0.0,0.0,1728.2691335428558
2015-03-30,1525.3923683379783,-733.3535205631191,4555.214359409496,1525.3923683379783,1525.3923683379783,397.1062063686315,397.1062063686315,397.1062063686315,401.1083336380233,401.1083336380233,401.1083336380233,-4.0021272693917425,-4.0021272693917425,-4.0021272693917425,0.0,0.0,0.0,1922.4985747066098
2015-03-31,1525.584019907153,-1131.6121532374975,4192.215385635779,1525.584019907153,1525.584019907153,-161.40377531754663,-161.40377531754663,-161.40377531754663,-98.72540762384426,-98.72540762384426,-98.72540762384426,-62.678367693702356,-62.678367693702356,-62.678367693702356,0.0,0.0,0.0,1364.1802445896064
2015-04-02,1525.9673230455028,-1194.8827822783655,4175.895305258312,1525.9673230455028,1525.9673230455028,-62.091168404812606,-62.091168404812606,-62.091168404812606,106.95281404612936,106.95281404612936,106.95281404612936,-169.04398245094194,-169.04398245094194,-169.04398245094194,0.0,0.0,0.0,1463.8761546406902
2015-04-04,1526.3567496343421,-1191.214645272299,3915.874359111507,1526.3567496343421,1526.3567496343421,-258.7569193675068,-258.7569193675068,-258.7569193675068,-1.7814044900125228,-1.7814044900125228,-1.7814044900125228,-256.9755148774943,-256.9755148774943,-256.9755148774943,0.0,0.0,0.0,1267.5998302668354
2015-04-05,1526.5514629287616,-1219.5182522403286,3957.87393242285,1526.5514629287616,1526.5514629287616,-147.40357245966806,-147.40357245966806,-147.40357245966806,145.78373138427915,145.78373138427915,145.78373138427915,-293.1873038439472,-293.1873038439472,-293.1873038439472,0.0,0.0,0.0,1379.1478904690935
2015-04-06,1526.7461762231812,-850.916617252195,4134.835366357695,1526.7461762231812,1526.7461762231812,77.02034659362275,77.02034659362275,77.02034659362275,401.1083336377502,401.1083336377502,401.1083336377502,-324.0879870441275,-324.0879870441275,-324.0879870441275,0.0,0.0,0.0,1603.766522816804
2015-04-07,1526.940889517601,-1389.6712466229312,3840.7911265110506,1526.940889517601,1526.940889517601,-448.4784712267819,-448.4784712267819,-448.4784712267819,-98.72540762446913,-98.72540762446913,-98.72540762446913,-349.75306360231286,-349.75306360231286,-349.75306360231286,0.0,0.0,0.0,1078.462418290819
2015-04-09,1527.33031610644,-1240.161675799176,3898.6197062456226,1527.33031610644,1527.33031610644,-279.3767737260085,-279.3767737260085,-279.3767737260085,106.95281404486629,106.95281404486629,106.95281404486629,-386.3295877708748,-386.3295877708748,-386.3295877708748,0.0,0.0,0.0,1247.9535423804316
2015-04-10,1527.5250294008595,-1023.4203202596706,4095.6936661766163,1527.5250294008595,1527.5250294008595,-80.77610765768178,-80.77610765768178,-80.77610765768178,317.22282296069403,317.22282296069403,317.22282296069403,-397.99893061837577,-397.99893061837577,-397.99893061837577,0.0,0.0,0.0,1446.7489217431778
2015-04-11,1527.7197426952794,-1795.6087206636716,3710.488623941768,1527.7197426952794,1527.7197426952794,-407.6949611656613,-407.6949611656613,-407.6949611656613,-1.781404489539976,-1.781404489539976,-1.781404489539976,-405.91355667612123,-405.91355667612123,-405.91355667612123,0.0,0.0,0.0,1120.024781529618
2015-04-12,1527.9144559896988,-1345.0425490628022,3920.0288439439464,1527.9144559896988,1527.9144559896988,-264.86849976162046,-264.86849976162046,-264.86849976162046,145.78373138490124,145.78373138490124,145.78373138490124,-410.65223114652173,-410.65223114652173,-410.65223114652173,0.0,0.0,0.0,1263.0459562280785
2015-04-13,1528.1091692841185,-1127.2574551251294,4293.507295174389,1528.1091692841185,1528.1091692841185,-11.728899000940542,-11.728899000940542,-11.728899000940542,401.10833363824264,401.10833363824264,401.10833363824264,-412.8372326391831,-412.8372326391831,-412.8372326391831,0.0,0.0,0.0,1516.3802702831779
2015-04-14,1528.303882578538,-1647.0303239724572,3739.575518837979,1528.303882578538,1528.303882578538,-511.8386873166106,-511.8386873166106,-511.8386873166106,-98.72540762353653,-98.72540762353653,-98.72540762353653,-413.11327969307416,-413.11327969307416,-413.11327969307416,0.0,0.0,0.0,1016.4651952619273
2015-04-16,1528.6933091673773,-1319.972713087922,4025.7809506345993,1528.6933091673773,1528.6933091673773,-303.55283725453603,-303.55283725453603,-303.55283725453603,106.95281404544487,106.95281404544487,106.95281404544487,-410.50565129998085,-410.50565129998085,-410.50565129998085,0.0,0.0,0.0,1225.1404719128413
2015-04-17,1528.8880224617967,-1297.6904215411446,4092.0240641722444,1528.8880224617967,1528.8880224617967,-91.61830272020448,-91.61830272020448,-91.61830272020448,317.2228229614566,317.2228229614566,317.2228229614566,-408.841125681661,-408.841125681661,-408.841125681661,0.0,0.0,0.0,1437.2697197415923
2015-04-18,1529.0827357562164,-1570.0059134153842,3704.350373561257,1529.0827357562164,1529.0827357562164,-409.45190196620115,-409.45190196620115,-409.45190196620115,-1.7814044899990495,-1.7814044899990495,-1.7814044899990495,-407.670497476202,-407.670497476202,-407.670497476202,0.0,0.0,0.0,1119.6308337900152
2015-04-19,1529.277449050636,-1479.5444384596403,4106.4369683735,1529.277449050636,1529.277449050636,-261.67898377004434,-261.67898377004434,-261.67898377004434,145.78373138345887,145.78373138345887,145.78373138345887,-407.4627151535032,-407.4627151535032,-407.4627151535032,0.0,0.0,0.0,1267.5984652805917
2015-04-20,1529.4721623450557,-1167.338306834156,4309.06832557156,1529.4721623450557,1529.4721623450557,-7.497912523333758,-7.497912523333758,-7.497912523333758,401.10833363774833,401.10833363774833,401.10833363774833,-408.606246161082,-408.606246161082,-408.606246161082,0.0,0.0,0.0,1521.974249821722
2015-04-21,1529.6668756394752,-1460.3211680218733,3682.8778978194846,1529.6668756394752,1529.6668756394752,-510.12517462720064,-510.12517462720064,-510.12517462720064,-98.72540762459876,-98.72540762459876,-98.72540762459876,-411.39976700260195,-411.39976700260195,-411.39976700260195,0.0,0.0,0.0,1019.5417010122745
2015-04-22,1529.8615889338946,-2399.701332497444,3014.2652892242745,1529.8615889338946,1529.8615889338946,-1286.6066957852145,-1286.6066957852145,-1286.6066957852145,-870.5608899135249,-870.5608899135249,-870.5608899135249,-416.04580587168977,-416.04580587168977,-416.04580587168977,0.0,0.0,0.0,243.25489314868014
2015-04-24,1530.251015522734,-1281.52009774448,4077.4073199558347,1530.251015522734,1530.251015522734,-113.98511147460682,-113.98511147460682,-113.98511147460682,317.2228229611365,317.2228229611365,317.2228229611365,-431.20793443574337,-431.20793443574337,-431.20793443574337,0.0,0.0,0.0,1416.2659040481271
2015-04-25,1530.4457288171536,-1475.7501291287147,3725.68264501374,1530.4457288171536,1530.4457288171536,-443.41498930415156,-443.41498930415156,-443.41498930415156,-1.7814044888463365,-1.7814044888463365,-1.7814044888463365,-441.63358481530526,-441.63358481530526,-441.63358481530526,0.0,0.0,0.0,1087.0307395130021
2015-04-26,1530.640442111573,-1484.4167789876435,3825.422319383508,1530.640442111573,1530.640442111573,-307.9553007329973,-307.9553007329973,-307.9553007329973,145.7837313850227,145.7837313850227,145.7837313850227,-453.73903211802,-453.73903211802,-453.73903211802,0.0,0.0,0.0,1222.6851413785757
2015-04-27,1530.8351554059927,-1224.5542346842951,4170.755083439177,1530.8351554059927,1530.8351554059927,-66.14705752351014,-66.14705752351014,-66.14705752351014,401.1083336374753,401.1083336374753,401.1083336374753,-467.25539116098537,-467.25539116098537,-467.25539116098537,0.0,0.0,0.0,1464.6880978824827
2015-04-28,1531.0298687004124,-1682.8224427962743,3576.9880838395525,1531.0298687004124,1531.0298687004124,-580.5659619672119,-580.5659619672119,-580.5659619672119,-98.7254076247862,-98.7254076247862,-98.7254076247862,-481.84055434242583,-481.84055434242583,-481.84055434242583,0.0,0.0,0.0,950.4639067332005
2015-04-29,1531.2245819948319,-2431.958195366916,2930.520048829514,1531.2245819948319,1531.2245819948319,-1367.652326092255,-1367.652326092255,-1367.652326092255,-870.5608899133942,-870.5608899133942,-870.5608899133942,-497.09143617886053,-497.09143617886053,-497.09143617886053,0.0,0.0,0.0,163.5722559025769
2015-04-30,1531.4192952892515,-1349.0062747524605,3772.0892275241617,1531.4192952892515,1531.4192952892515,-405.6049358062046,-405.6049358062046,-405.6049358062046,106.95281404291877,106.95281404291877,106.95281404291877,-512.5577498491234,-512.5577498491234,-512.5577498491234,0.0,0.0,0.0,1125.814359483047
2015-05-01,1531.614008583671,-1375.2093552348904,3827.954030037708,1531.614008583671,1531.614008583671,-210.5340686646654,-210.5340686646654,-210.5340686646654,317.22282296116225,317.22282296116225,317.22282296116225,-527.7568916258276,-527.7568916258276,-527.7568916258276,0.0,0.0,0.0,1321.0799399190055
2015-05-02,1531.8087218780909,-1600.5412802088376,3854.9983461800125,1531.8087218780909,1531.8087218780909,-543.9708941332476,-543.9708941332476,-543.9708941332476,-1.781404488373863,-1.781404488373863,-1.781404488373863,-542.1894896448738,-542.1894896448738,-542.1894896448738,0.0,0.0,0.0,987.8378277448433
2015-05-03,1532.0034351725103,-1671.5273307420534,3729.516648263417,1532.0034351725103,1532.0034351725103,-409.57143516237653,-409.57143516237653,-409.57143516237653,145.78373138470306,145.78373138470306,145.78373138470306,-555.3551665470796,-555.3551665470796,-555.3551665470796,0.0,0.0,0.0,1122.4320000101338
2015-05-04,1532.19814846693,-1402.0085940864508,4029.6517358462174,1532.19814846693,1532.19814846693,-165.65973733751153,-165.65973733751153,-165.65973733751153,401.1083336372023,401.1083336372023,401.1083336372023,-566.7680709747137,-566.7680709747137,-566.7680709747137,0.0,0.0,0.0,1366.5384111294184
2015-05-07,1532.7822883501888,-1527.276941788802,3543.1382557660477,1532.7822883501888,1532.7822883501888,-479.2012741282596,-479.2012741282596,-479.2012741282596,106.9528140434973,106.9528140434973,106.9528140434973,-586.154088171757,-586.154088171757,-586.154088171757,0.0,0.0,0.0,1053.581014221929
